run,benchmark,params,mfics,maxmficsize,process,step,initTests,askedTests,benCycles,totalTests,time,precision,recall,f,isomfics,ft,lastTest
2,RUNNING_EXAMPLE_B,3,3,3,BEN,1,8,0,1,8,8,0.25,0.333333333333333,0.285714285714286,"[{a=false, b=true, c=false}, {a=true, b=false, c=true}, {a=true, b=true, c=true}, {a=true, b=false, c=false}]",null,[]
3,RUNNING_EXAMPLE_B,3,3,3,BEN,1,8,0,1,8,10,0.25,0.333333333333333,0.285714285714286,"[{a=false, b=true, c=false}, {a=true, b=false, c=true}, {a=true, b=true, c=true}, {a=true, b=false, c=false}]",null,[]
4,RUNNING_EXAMPLE_B,3,3,3,BEN,1,8,0,1,8,9,0.25,0.333333333333333,0.285714285714286,"[{a=false, b=true, c=false}, {a=true, b=false, c=true}, {a=true, b=true, c=true}, {a=true, b=false, c=false}]",null,[]
5,RUNNING_EXAMPLE_B,3,3,3,BEN,1,8,0,1,8,16,0.25,0.333333333333333,0.285714285714286,"[{a=false, b=true, c=false}, {a=true, b=false, c=true}, {a=true, b=true, c=true}, {a=true, b=false, c=false}]",null,[]
6,RUNNING_EXAMPLE_B,3,3,3,BEN,1,8,0,1,8,9,0.25,0.333333333333333,0.285714285714286,"[{a=false, b=true, c=false}, {a=true, b=false, c=true}, {a=true, b=true, c=true}, {a=true, b=false, c=false}]",null,[]
7,RUNNING_EXAMPLE_B,3,3,3,BEN,1,8,0,1,8,16,0.25,0.333333333333333,0.285714285714286,"[{a=false, b=true, c=false}, {a=true, b=false, c=true}, {a=true, b=true, c=true}, {a=true, b=false, c=false}]",null,[]
8,RUNNING_EXAMPLE_B,3,3,3,BEN,1,8,0,1,8,6,0.25,0.333333333333333,0.285714285714286,"[{a=false, b=true, c=false}, {a=true, b=false, c=true}, {a=true, b=true, c=true}, {a=true, b=false, c=false}]",null,[]
9,RUNNING_EXAMPLE_B,3,3,3,BEN,1,8,0,1,8,9,0.25,0.333333333333333,0.285714285714286,"[{a=false, b=true, c=false}, {a=true, b=false, c=true}, {a=true, b=true, c=true}, {a=true, b=false, c=false}]",null,[]
10,RUNNING_EXAMPLE_B,3,3,3,BEN,1,8,0,1,8,6,0.25,0.333333333333333,0.285714285714286,"[{a=false, b=true, c=false}, {a=true, b=false, c=true}, {a=true, b=true, c=true}, {a=true, b=false, c=false}]",null,[]
1,ART1,3,1,2,BEN,1,4,3,1,7,14,1,1,1,"[{a=true, b=true}]",null,[]
2,ART1,3,1,2,BEN,1,4,3,1,7,14,1,1,1,"[{a=true, b=true}]",null,[]
3,ART1,3,1,2,BEN,1,4,3,1,7,13,1,1,1,"[{a=true, b=true}]",null,[]
4,ART1,3,1,2,BEN,1,4,3,1,7,13,1,1,1,"[{a=true, b=true}]",null,[]
5,ART1,3,1,2,BEN,1,4,3,1,7,13,1,1,1,"[{a=true, b=true}]",null,[]
6,ART1,3,1,2,BEN,1,4,3,1,7,10,1,1,1,"[{a=true, b=true}]",null,[]
7,ART1,3,1,2,BEN,1,4,3,1,7,13,1,1,1,"[{a=true, b=true}]",null,[]
8,ART1,3,1,2,BEN,1,4,3,1,7,13,1,1,1,"[{a=true, b=true}]",null,[]
9,ART1,3,1,2,BEN,1,4,3,1,7,13,1,1,1,"[{a=true, b=true}]",null,[]
10,ART1,3,1,2,BEN,1,4,3,1,7,14,1,1,1,"[{a=true, b=true}]",null,[]
1,ART2,3,2,2,BEN,1,4,3,1,7,11,0.5,0.5,0.5,"[{a=true, c=true}, {a=true, b=true}]",null,[]
2,ART2,3,2,2,BEN,1,4,3,1,7,14,0.5,0.5,0.5,"[{a=true, c=true}, {a=true, b=true}]",null,[]
3,ART2,3,2,2,BEN,1,4,3,1,7,18,0.5,0.5,0.5,"[{a=true, c=true}, {a=true, b=true}]",null,[]
4,ART2,3,2,2,BEN,1,4,3,1,7,16,0.5,0.5,0.5,"[{a=true, c=true}, {a=true, b=true}]",null,[]
5,ART2,3,2,2,BEN,1,4,3,1,7,20,0.5,0.5,0.5,"[{a=true, c=true}, {a=true, b=true}]",null,[]
6,ART2,3,2,2,BEN,1,4,3,1,7,16,0.5,0.5,0.5,"[{a=true, c=true}, {a=true, b=true}]",null,[]
7,ART2,3,2,2,BEN,1,4,3,1,7,12,0.5,0.5,0.5,"[{a=true, c=true}, {a=true, b=true}]",null,[]
8,ART2,3,2,2,BEN,1,4,3,1,7,10,0.5,0.5,0.5,"[{a=true, c=true}, {a=true, b=true}]",null,[]
9,ART2,3,2,2,BEN,1,4,3,1,7,10,0.5,0.5,0.5,"[{a=true, c=true}, {a=true, b=true}]",null,[]
10,ART2,3,2,2,BEN,1,4,3,1,7,11,0.5,0.5,0.5,"[{a=true, c=true}, {a=true, b=true}]",null,[]
1,ART3,3,2,2,BEN,1,4,3,1,7,13,0,0,NaN,"[{a=true, c=true}, {a=true, b=false}, {a=true, b=true}, {a=true, c=false}]",null,[]
2,ART3,3,2,2,BEN,1,4,3,1,7,10,0,0,NaN,"[{a=true, c=true}, {a=true, b=false}, {a=true, b=true}, {a=true, c=false}]",null,[]
3,ART3,3,2,2,BEN,1,4,3,1,7,15,0,0,NaN,"[{a=true, c=true}, {a=true, b=false}, {a=true, b=true}, {a=true, c=false}]",null,[]
4,ART3,3,2,2,BEN,1,4,3,1,7,9,0,0,NaN,"[{a=true, c=true}, {a=true, b=false}, {a=true, b=true}, {a=true, c=false}]",null,[]
5,ART3,3,2,2,BEN,1,4,3,1,7,22,0,0,NaN,"[{a=true, c=true}, {a=true, b=false}, {a=true, b=true}, {a=true, c=false}]",null,[]
6,ART3,3,2,2,BEN,1,4,3,1,7,24,0,0,NaN,"[{a=true, c=true}, {a=true, b=false}, {a=true, b=true}, {a=true, c=false}]",null,[]
7,ART3,3,2,2,BEN,1,4,3,1,7,17,0,0,NaN,"[{a=true, c=true}, {a=true, b=false}, {a=true, b=true}, {a=true, c=false}]",null,[]
8,ART3,3,2,2,BEN,1,4,3,1,7,16,0,0,NaN,"[{a=true, c=true}, {a=true, b=false}, {a=true, b=true}, {a=true, c=false}]",null,[]
9,ART3,3,2,2,BEN,1,4,3,1,7,12,0,0,NaN,"[{a=true, c=true}, {a=true, b=false}, {a=true, b=true}, {a=true, c=false}]",null,[]
10,ART3,3,2,2,BEN,1,4,3,1,7,13,0,0,NaN,"[{a=true, c=true}, {a=true, b=false}, {a=true, b=true}, {a=true, c=false}]",null,[]
1,ART4,7,2,3,BEN,1,16,10,1,26,143,0,0,NaN,"[{a=true, b=true, c=false}, {a=true, b=true, e=true}, {a=true, b=true, d=true}, {a=true, b=true, g=false}, {a=true, b=true, f=false}]",null,[]
2,ART4,7,2,3,BEN,1,16,10,1,26,77,0,0,NaN,"[{a=true, b=true, c=false}, {a=true, b=true, e=true}, {a=true, b=true, d=true}, {a=true, b=true, g=false}, {a=true, b=true, f=false}]",null,[]
3,ART4,7,2,3,BEN,1,16,10,1,26,45,0,0,NaN,"[{a=true, b=true, c=false}, {a=true, b=true, e=true}, {a=true, b=true, d=true}, {a=true, b=true, g=false}, {a=true, b=true, f=false}]",null,[]
4,ART4,7,2,3,BEN,1,16,10,1,26,75,0,0,NaN,"[{a=true, b=true, c=false}, {a=true, b=true, e=true}, {a=true, b=true, d=true}, {a=true, b=true, g=false}, {a=true, b=true, f=false}]",null,[]
5,ART4,7,2,3,BEN,1,16,10,1,26,67,0,0,NaN,"[{a=true, b=true, c=false}, {a=true, b=true, e=true}, {a=true, b=true, d=true}, {a=true, b=true, g=false}, {a=true, b=true, f=false}]",null,[]
6,ART4,7,2,3,BEN,1,16,10,1,26,68,0,0,NaN,"[{a=true, b=true, c=false}, {a=true, b=true, e=true}, {a=true, b=true, d=true}, {a=true, b=true, g=false}, {a=true, b=true, f=false}]",null,[]
7,ART4,7,2,3,BEN,1,16,10,1,26,49,0,0,NaN,"[{a=true, b=true, c=false}, {a=true, b=true, e=true}, {a=true, b=true, d=true}, {a=true, b=true, g=false}, {a=true, b=true, f=false}]",null,[]
8,ART4,7,2,3,BEN,1,16,10,1,26,56,0,0,NaN,"[{a=true, b=true, c=false}, {a=true, b=true, e=true}, {a=true, b=true, d=true}, {a=true, b=true, g=false}, {a=true, b=true, f=false}]",null,[]
9,ART4,7,2,3,BEN,1,16,10,1,26,35,0,0,NaN,"[{a=true, b=true, c=false}, {a=true, b=true, e=true}, {a=true, b=true, d=true}, {a=true, b=true, g=false}, {a=true, b=true, f=false}]",null,[]
10,ART4,7,2,3,BEN,1,16,10,1,26,33,0,0,NaN,"[{a=true, b=true, c=false}, {a=true, b=true, e=true}, {a=true, b=true, d=true}, {a=true, b=true, g=false}, {a=true, b=true, f=false}]",null,[]
1,ART5,7,1,2,BEN,1,8,10,1,18,8,1,1,1,"[{a=true, b=true}]",null,[]
2,ART5,7,1,2,BEN,1,8,10,1,18,11,1,1,1,"[{a=true, b=true}]",null,[]
3,ART5,7,1,2,BEN,1,8,10,1,18,10,1,1,1,"[{a=true, b=true}]",null,[]
4,ART5,7,1,2,BEN,1,8,10,1,18,15,1,1,1,"[{a=true, b=true}]",null,[]
5,ART5,7,1,2,BEN,1,8,10,1,18,34,1,1,1,"[{a=true, b=true}]",null,[]
6,ART5,7,1,2,BEN,1,8,10,1,18,19,1,1,1,"[{a=true, b=true}]",null,[]
7,ART5,7,1,2,BEN,1,8,10,1,18,11,1,1,1,"[{a=true, b=true}]",null,[]
8,ART5,7,1,2,BEN,1,8,10,1,18,10,1,1,1,"[{a=true, b=true}]",null,[]
9,ART5,7,1,2,BEN,1,8,10,1,18,14,1,1,1,"[{a=true, b=true}]",null,[]
10,ART5,7,1,2,BEN,1,8,10,1,18,9,1,1,1,"[{a=true, b=true}]",null,[]
1,ART6,5,1,3,BEN,1,30,8,1,38,19,1,1,1,"[{a=true, b=true, d=d3}]",null,[]
2,ART6,5,1,3,BEN,1,30,8,1,38,18,1,1,1,"[{a=true, b=true, d=d3}]",null,[]
3,ART6,5,1,3,BEN,1,30,8,1,38,21,1,1,1,"[{a=true, b=true, d=d3}]",null,[]
4,ART6,5,1,3,BEN,1,30,8,1,38,19,1,1,1,"[{a=true, b=true, d=d3}]",null,[]
5,ART6,5,1,3,BEN,1,30,8,1,38,22,1,1,1,"[{a=true, b=true, d=d3}]",null,[]
6,ART6,5,1,3,BEN,1,30,8,1,38,19,1,1,1,"[{a=true, b=true, d=d3}]",null,[]
7,ART6,5,1,3,BEN,1,30,8,1,38,20,1,1,1,"[{a=true, b=true, d=d3}]",null,[]
8,ART6,5,1,3,BEN,1,30,8,1,38,20,1,1,1,"[{a=true, b=true, d=d3}]",null,[]
9,ART6,5,1,3,BEN,1,30,8,1,38,26,1,1,1,"[{a=true, b=true, d=d3}]",null,[]
10,ART6,5,1,3,BEN,1,30,8,1,38,27,1,1,1,"[{a=true, b=true, d=d3}]",null,[]
1,AIRCRAFT,8,2,4,BEN,1,52,10,1,62,84,0,0,NaN,"[{High=false, Low=false, Metal=false, Shoulder=false}, {Cloth=true, High=false, Low=false, Shoulder=false}, {Engine=Piston, High=false, Low=false, Shoulder=false}, {High=false, Low=false, Shoulder=false, Wood=false}, {High=false, Low=false, Shoulder=false, Wood=true}]",null,[]
2,AIRCRAFT,8,2,4,BEN,1,52,10,1,62,58,0,0,NaN,"[{High=false, Low=false, Metal=false, Shoulder=false}, {Cloth=true, High=false, Low=false, Shoulder=false}, {Engine=Piston, High=false, Low=false, Shoulder=false}, {High=false, Low=false, Shoulder=false, Wood=false}, {High=false, Low=false, Shoulder=false, Wood=true}]",null,[]
3,AIRCRAFT,8,2,4,BEN,1,52,10,1,62,50,0,0,NaN,"[{High=false, Low=false, Metal=false, Shoulder=false}, {Cloth=true, High=false, Low=false, Shoulder=false}, {Engine=Piston, High=false, Low=false, Shoulder=false}, {High=false, Low=false, Shoulder=false, Wood=false}, {High=false, Low=false, Shoulder=false, Wood=true}]",null,[]
4,AIRCRAFT,8,2,4,BEN,1,52,10,1,62,60,0,0,NaN,"[{High=false, Low=false, Metal=false, Shoulder=false}, {Cloth=true, High=false, Low=false, Shoulder=false}, {Engine=Piston, High=false, Low=false, Shoulder=false}, {High=false, Low=false, Shoulder=false, Wood=false}, {High=false, Low=false, Shoulder=false, Wood=true}]",null,[]
5,AIRCRAFT,8,2,4,BEN,1,52,10,1,62,53,0,0,NaN,"[{High=false, Low=false, Metal=false, Shoulder=false}, {Cloth=true, High=false, Low=false, Shoulder=false}, {Engine=Piston, High=false, Low=false, Shoulder=false}, {High=false, Low=false, Shoulder=false, Wood=false}, {High=false, Low=false, Shoulder=false, Wood=true}]",null,[]
6,AIRCRAFT,8,2,4,BEN,1,52,10,1,62,61,0,0,NaN,"[{High=false, Low=false, Metal=false, Shoulder=false}, {Cloth=true, High=false, Low=false, Shoulder=false}, {Engine=Piston, High=false, Low=false, Shoulder=false}, {High=false, Low=false, Shoulder=false, Wood=false}, {High=false, Low=false, Shoulder=false, Wood=true}]",null,[]
7,AIRCRAFT,8,2,4,BEN,1,52,10,1,62,53,0,0,NaN,"[{High=false, Low=false, Metal=false, Shoulder=false}, {Cloth=true, High=false, Low=false, Shoulder=false}, {Engine=Piston, High=false, Low=false, Shoulder=false}, {High=false, Low=false, Shoulder=false, Wood=false}, {High=false, Low=false, Shoulder=false, Wood=true}]",null,[]
8,AIRCRAFT,8,2,4,BEN,1,52,10,1,62,46,0,0,NaN,"[{High=false, Low=false, Metal=false, Shoulder=false}, {Cloth=true, High=false, Low=false, Shoulder=false}, {Engine=Piston, High=false, Low=false, Shoulder=false}, {High=false, Low=false, Shoulder=false, Wood=false}, {High=false, Low=false, Shoulder=false, Wood=true}]",null,[]
9,AIRCRAFT,8,2,4,BEN,1,52,10,1,62,48,0,0,NaN,"[{High=false, Low=false, Metal=false, Shoulder=false}, {Cloth=true, High=false, Low=false, Shoulder=false}, {Engine=Piston, High=false, Low=false, Shoulder=false}, {High=false, Low=false, Shoulder=false, Wood=false}, {High=false, Low=false, Shoulder=false, Wood=true}]",null,[]
10,AIRCRAFT,8,2,4,BEN,1,52,10,1,62,51,0,0,NaN,"[{High=false, Low=false, Metal=false, Shoulder=false}, {Cloth=true, High=false, Low=false, Shoulder=false}, {Engine=Piston, High=false, Low=false, Shoulder=false}, {High=false, Low=false, Shoulder=false, Wood=false}, {High=false, Low=false, Shoulder=false, Wood=true}]",null,[]
1,TOMCAT,10,3,2,BEN,1,13,10,1,23,31,0,0,NaN,"[{p7=true, p9=false}, {p4=b3, p9=false}]",null,[]
2,TOMCAT,10,3,2,BEN,1,13,10,1,23,36,0,0,NaN,"[{p7=true, p9=false}, {p4=b3, p9=false}]",null,[]
3,TOMCAT,10,3,2,BEN,1,13,10,1,23,37,0,0,NaN,"[{p7=true, p9=false}, {p4=b3, p9=false}]",null,[]
4,TOMCAT,10,3,2,BEN,1,13,10,1,23,33,0,0,NaN,"[{p7=true, p9=false}, {p4=b3, p9=false}]",null,[]
5,TOMCAT,10,3,2,BEN,1,13,10,1,23,35,0,0,NaN,"[{p7=true, p9=false}, {p4=b3, p9=false}]",null,[]
6,TOMCAT,10,3,2,BEN,1,13,10,1,23,28,0,0,NaN,"[{p7=true, p9=false}, {p4=b3, p9=false}]",null,[]
7,TOMCAT,10,3,2,BEN,1,13,10,1,23,29,0,0,NaN,"[{p7=true, p9=false}, {p4=b3, p9=false}]",null,[]
8,TOMCAT,10,3,2,BEN,1,13,10,1,23,23,0,0,NaN,"[{p7=true, p9=false}, {p4=b3, p9=false}]",null,[]
9,TOMCAT,10,3,2,BEN,1,13,10,1,23,25,0,0,NaN,"[{p7=true, p9=false}, {p4=b3, p9=false}]",null,[]
10,TOMCAT,10,3,2,BEN,1,13,10,1,23,38,0,0,NaN,"[{p7=true, p9=false}, {p4=b3, p9=false}]",null,[]
1,HSQLDB,12,3,3,BEN,1,45,10,1,55,610,0,0,NaN,"[{p2=false, p3=false, p7=true}, {p2=false, p3=false, p5=false}, {p11=true, p12=true, p3=false}, {p2=false, p3=false, p4=false}, {p12=true, p3=false, p8=true}]",null,[]
2,HSQLDB,12,3,3,BEN,1,45,10,1,55,517,0,0,NaN,"[{p2=false, p3=false, p7=true}, {p2=false, p3=false, p5=false}, {p11=true, p12=true, p3=false}, {p2=false, p3=false, p4=false}, {p12=true, p3=false, p8=true}]",null,[]
3,HSQLDB,12,3,3,BEN,1,45,10,1,55,500,0,0,NaN,"[{p2=false, p3=false, p7=true}, {p2=false, p3=false, p5=false}, {p11=true, p12=true, p3=false}, {p2=false, p3=false, p4=false}, {p12=true, p3=false, p8=true}]",null,[]
4,HSQLDB,12,3,3,BEN,1,45,10,1,55,520,0,0,NaN,"[{p2=false, p3=false, p7=true}, {p2=false, p3=false, p5=false}, {p11=true, p12=true, p3=false}, {p2=false, p3=false, p4=false}, {p12=true, p3=false, p8=true}]",null,[]
5,HSQLDB,12,3,3,BEN,1,45,10,1,55,554,0,0,NaN,"[{p2=false, p3=false, p7=true}, {p2=false, p3=false, p5=false}, {p11=true, p12=true, p3=false}, {p2=false, p3=false, p4=false}, {p12=true, p3=false, p8=true}]",null,[]
6,HSQLDB,12,3,3,BEN,1,45,10,1,55,472,0,0,NaN,"[{p2=false, p3=false, p7=true}, {p2=false, p3=false, p5=false}, {p11=true, p12=true, p3=false}, {p2=false, p3=false, p4=false}, {p12=true, p3=false, p8=true}]",null,[]
7,HSQLDB,12,3,3,BEN,1,45,10,1,55,443,0,0,NaN,"[{p2=false, p3=false, p7=true}, {p2=false, p3=false, p5=false}, {p11=true, p12=true, p3=false}, {p2=false, p3=false, p4=false}, {p12=true, p3=false, p8=true}]",null,[]
8,HSQLDB,12,3,3,BEN,1,45,10,1,55,523,0,0,NaN,"[{p2=false, p3=false, p7=true}, {p2=false, p3=false, p5=false}, {p11=true, p12=true, p3=false}, {p2=false, p3=false, p4=false}, {p12=true, p3=false, p8=true}]",null,[]
9,HSQLDB,12,3,3,BEN,1,45,10,1,55,674,0,0,NaN,"[{p2=false, p3=false, p7=true}, {p2=false, p3=false, p5=false}, {p11=true, p12=true, p3=false}, {p2=false, p3=false, p4=false}, {p12=true, p3=false, p8=true}]",null,[]
10,HSQLDB,12,3,3,BEN,1,45,10,1,55,509,0,0,NaN,"[{p2=false, p3=false, p7=true}, {p2=false, p3=false, p5=false}, {p11=true, p12=true, p3=false}, {p2=false, p3=false, p4=false}, {p12=true, p3=false, p8=true}]",null,[]
1,GCC,10,4,3,BEN,1,50,10,1,60,52,1,0.5,0.666666666666667,"[{file=false, oo1=oo12, oo2=true}, {file=false, oo1=oo12, oo4=true}]",null,[]
2,GCC,10,4,3,BEN,1,50,10,1,60,48,1,0.5,0.666666666666667,"[{file=false, oo1=oo12, oo2=true}, {file=false, oo1=oo12, oo4=true}]",null,[]
3,GCC,10,4,3,BEN,1,50,10,1,60,54,1,0.5,0.666666666666667,"[{file=false, oo1=oo12, oo2=true}, {file=false, oo1=oo12, oo4=true}]",null,[]
4,GCC,10,4,3,BEN,1,50,10,1,60,44,1,0.5,0.666666666666667,"[{file=false, oo1=oo12, oo2=true}, {file=false, oo1=oo12, oo4=true}]",null,[]
5,GCC,10,4,3,BEN,1,50,10,1,60,42,1,0.5,0.666666666666667,"[{file=false, oo1=oo12, oo2=true}, {file=false, oo1=oo12, oo4=true}]",null,[]
6,GCC,10,4,3,BEN,1,50,10,1,60,61,1,0.5,0.666666666666667,"[{file=false, oo1=oo12, oo2=true}, {file=false, oo1=oo12, oo4=true}]",null,[]
7,GCC,10,4,3,BEN,1,50,10,1,60,51,1,0.5,0.666666666666667,"[{file=false, oo1=oo12, oo2=true}, {file=false, oo1=oo12, oo4=true}]",null,[]
8,GCC,10,4,3,BEN,1,50,10,1,60,47,1,0.5,0.666666666666667,"[{file=false, oo1=oo12, oo2=true}, {file=false, oo1=oo12, oo4=true}]",null,[]
9,GCC,10,4,3,BEN,1,50,10,1,60,80,1,0.5,0.666666666666667,"[{file=false, oo1=oo12, oo2=true}, {file=false, oo1=oo12, oo4=true}]",null,[]
10,GCC,10,4,3,BEN,1,50,10,1,60,82,1,0.5,0.666666666666667,"[{file=false, oo1=oo12, oo2=true}, {file=false, oo1=oo12, oo4=true}]",null,[]
1,JFLEX,13,1,2,BEN,1,13,10,1,23,41,1,1,1,"[{p2=v20, p3=v31}]",null,[]
2,JFLEX,13,1,2,BEN,1,13,10,1,23,13,1,1,1,"[{p2=v20, p3=v31}]",null,[]
3,JFLEX,13,1,2,BEN,1,13,10,1,23,12,1,1,1,"[{p2=v20, p3=v31}]",null,[]
4,JFLEX,13,1,2,BEN,1,13,10,1,23,11,1,1,1,"[{p2=v20, p3=v31}]",null,[]
5,JFLEX,13,1,2,BEN,1,13,10,1,23,13,1,1,1,"[{p2=v20, p3=v31}]",null,[]
6,JFLEX,13,1,2,BEN,1,13,10,1,23,9,1,1,1,"[{p2=v20, p3=v31}]",null,[]
7,JFLEX,13,1,2,BEN,1,13,10,1,23,17,1,1,1,"[{p2=v20, p3=v31}]",null,[]
8,JFLEX,13,1,2,BEN,1,13,10,1,23,10,1,1,1,"[{p2=v20, p3=v31}]",null,[]
9,JFLEX,13,1,2,BEN,1,13,10,1,23,10,1,1,1,"[{p2=v20, p3=v31}]",null,[]
10,JFLEX,13,1,2,BEN,1,13,10,1,23,16,1,1,1,"[{p2=v20, p3=v31}]",null,[]
1,RUNNING_EXAMPLE_A,3,2,2,MFS,1,4,6,0,8,662,0.5,0.5,0.5,"[{}, {a=true}]",null,[]
2,RUNNING_EXAMPLE_A,3,2,2,MFS,1,4,6,0,8,457,0.5,0.5,0.5,"[{}, {a=true}]",null,[]
3,RUNNING_EXAMPLE_A,3,2,2,MFS,1,4,6,0,8,382,0.5,0.5,0.5,"[{}, {a=true}]",null,[]
4,RUNNING_EXAMPLE_A,3,2,2,MFS,1,4,6,0,8,392,0.5,0.5,0.5,"[{}, {a=true}]",null,[]
5,RUNNING_EXAMPLE_A,3,2,2,MFS,1,4,6,0,8,397,0.5,0.5,0.5,"[{}, {a=true}]",null,[]
6,RUNNING_EXAMPLE_A,3,2,2,MFS,1,4,6,0,8,381,0.5,0.5,0.5,"[{}, {a=true}]",null,[]
7,RUNNING_EXAMPLE_A,3,2,2,MFS,1,4,6,0,8,385,0.5,0.5,0.5,"[{}, {a=true}]",null,[]
8,RUNNING_EXAMPLE_A,3,2,2,MFS,1,4,6,0,8,388,0.5,0.5,0.5,"[{}, {a=true}]",null,[]
9,RUNNING_EXAMPLE_A,3,2,2,MFS,1,4,6,0,8,373,0.5,0.5,0.5,"[{}, {a=true}]",null,[]
10,RUNNING_EXAMPLE_A,3,2,2,MFS,1,4,6,0,8,406,0.5,0.5,0.5,"[{}, {a=true}]",null,[]
1,RUNNING_EXAMPLE_B,3,3,3,MFS,1,8,12,0,8,674,0.75,1,0.857142857142857,"[{a=true, c=true}, {a=true, b=false}, {a=false, b=true, c=false}, {a=true}]",null,[]
2,RUNNING_EXAMPLE_B,3,3,3,MFS,1,8,12,0,8,645,0.75,1,0.857142857142857,"[{a=true, c=true}, {a=true, b=false}, {a=false, b=true, c=false}, {a=true}]",null,[]
3,RUNNING_EXAMPLE_B,3,3,3,MFS,1,8,12,0,8,641,0.75,1,0.857142857142857,"[{a=true, c=true}, {a=true, b=false}, {a=false, b=true, c=false}, {a=true}]",null,[]
4,RUNNING_EXAMPLE_B,3,3,3,MFS,1,8,12,0,8,969,0.75,1,0.857142857142857,"[{a=true, c=true}, {a=true, b=false}, {a=false, b=true, c=false}, {a=true}]",null,[]
5,RUNNING_EXAMPLE_B,3,3,3,MFS,1,8,12,0,8,809,0.75,1,0.857142857142857,"[{a=true, c=true}, {a=true, b=false}, {a=false, b=true, c=false}, {a=true}]",null,[]
6,RUNNING_EXAMPLE_B,3,3,3,MFS,1,8,12,0,8,655,0.75,1,0.857142857142857,"[{a=true, c=true}, {a=true, b=false}, {a=false, b=true, c=false}, {a=true}]",null,[]
7,RUNNING_EXAMPLE_B,3,3,3,MFS,1,8,12,0,8,649,0.75,1,0.857142857142857,"[{a=true, c=true}, {a=true, b=false}, {a=false, b=true, c=false}, {a=true}]",null,[]
8,RUNNING_EXAMPLE_B,3,3,3,MFS,1,8,12,0,8,631,0.75,1,0.857142857142857,"[{a=true, c=true}, {a=true, b=false}, {a=false, b=true, c=false}, {a=true}]",null,[]
9,RUNNING_EXAMPLE_B,3,3,3,MFS,1,8,12,0,8,662,0.75,1,0.857142857142857,"[{a=true, c=true}, {a=true, b=false}, {a=false, b=true, c=false}, {a=true}]",null,[]
10,RUNNING_EXAMPLE_B,3,3,3,MFS,1,8,12,0,8,652,0.75,1,0.857142857142857,"[{a=true, c=true}, {a=true, b=false}, {a=false, b=true, c=false}, {a=true}]",null,[]
1,RUNNING_EXAMPLE_A,3,2,2,MFS,1,4,6,0,8,995,1,0.5,0.666666666666667,[{a=true}],null,[]
2,RUNNING_EXAMPLE_A,3,2,2,MFS,1,4,6,0,8,503,1,0.5,0.666666666666667,[{a=true}],null,[]
3,RUNNING_EXAMPLE_A,3,2,2,MFS,1,4,6,0,8,498,1,0.5,0.666666666666667,[{a=true}],null,[]
4,RUNNING_EXAMPLE_A,3,2,2,MFS,1,4,6,0,8,752,1,0.5,0.666666666666667,[{a=true}],null,[]
5,RUNNING_EXAMPLE_A,3,2,2,MFS,1,4,6,0,8,686,1,0.5,0.666666666666667,[{a=true}],null,[]
6,RUNNING_EXAMPLE_A,3,2,2,MFS,1,4,6,0,8,536,1,0.5,0.666666666666667,[{a=true}],null,[]
7,RUNNING_EXAMPLE_A,3,2,2,MFS,1,4,6,0,8,589,1,0.5,0.666666666666667,[{a=true}],null,[]
8,RUNNING_EXAMPLE_A,3,2,2,MFS,1,4,6,0,8,537,1,0.5,0.666666666666667,[{a=true}],null,[]
9,RUNNING_EXAMPLE_A,3,2,2,MFS,1,4,6,0,8,549,1,0.5,0.666666666666667,[{a=true}],null,[]
10,RUNNING_EXAMPLE_A,3,2,2,MFS,1,4,6,0,8,483,1,0.5,0.666666666666667,[{a=true}],null,[]
1,RUNNING_EXAMPLE_B,3,3,3,MFS,1,8,12,0,8,718,0.75,1,0.857142857142857,"[{a=true, c=true}, {a=true, b=false}, {a=false, b=true, c=false}, {a=true}]",null,[]
2,RUNNING_EXAMPLE_B,3,3,3,MFS,1,8,12,0,8,713,0.75,1,0.857142857142857,"[{a=true, c=true}, {a=true, b=false}, {a=false, b=true, c=false}, {a=true}]",null,[]
3,RUNNING_EXAMPLE_B,3,3,3,MFS,1,8,12,0,8,674,0.75,1,0.857142857142857,"[{a=true, c=true}, {a=true, b=false}, {a=false, b=true, c=false}, {a=true}]",null,[]
4,RUNNING_EXAMPLE_B,3,3,3,MFS,1,8,12,0,8,891,0.75,1,0.857142857142857,"[{a=true, c=true}, {a=true, b=false}, {a=false, b=true, c=false}, {a=true}]",null,[]
5,RUNNING_EXAMPLE_B,3,3,3,MFS,1,8,12,0,8,889,0.75,1,0.857142857142857,"[{a=true, c=true}, {a=true, b=false}, {a=false, b=true, c=false}, {a=true}]",null,[]
6,RUNNING_EXAMPLE_B,3,3,3,MFS,1,8,12,0,8,879,0.75,1,0.857142857142857,"[{a=true, c=true}, {a=true, b=false}, {a=false, b=true, c=false}, {a=true}]",null,[]
7,RUNNING_EXAMPLE_B,3,3,3,MFS,1,8,12,0,8,784,0.75,1,0.857142857142857,"[{a=true, c=true}, {a=true, b=false}, {a=false, b=true, c=false}, {a=true}]",null,[]
8,RUNNING_EXAMPLE_B,3,3,3,MFS,1,8,12,0,8,755,0.75,1,0.857142857142857,"[{a=true, c=true}, {a=true, b=false}, {a=false, b=true, c=false}, {a=true}]",null,[]
